time,people
19:41:04,1
19:41:04,1
19:41:04,1
19:41:04,1
19:41:04,1
19:41:04,1
19:41:04,1
19:41:05,1
19:41:05,1
19:41:05,1
19:41:05,1
19:41:05,1
19:41:05,1
19:41:05,1
19:41:05,1
19:41:05,1
19:41:06,1
19:41:06,1
19:41:06,1
19:41:06,1
19:41:06,1
19:41:06,1
19:41:06,1
19:41:06,1
19:41:06,1
19:41:06,1
19:41:07,1
19:41:07,1
19:41:07,1
19:41:07,1
19:41:07,1
19:41:07,1
19:41:07,1
19:41:07,1
19:41:07,1
19:41:07,1
19:41:08,1
19:41:08,1
19:41:08,1
19:41:08,1
19:41:08,1
19:41:08,1
19:41:08,1
19:41:08,1
19:41:09,1
19:41:09,1
19:41:09,1
19:41:09,1
19:41:09,1
19:41:09,1
19:41:09,1
19:41:09,1
19:41:09,1
19:41:10,1
19:41:10,1
19:41:10,1
19:41:10,1
19:41:10,1
19:41:10,1
19:41:10,1
19:41:10,1
19:41:10,1
19:41:10,1
19:41:11,1
19:41:11,1
19:41:11,1
19:41:11,1
19:41:11,1
19:41:11,1
19:41:11,1
19:41:11,1
19:41:11,1
19:41:11,1
19:41:12,1
19:41:12,1
19:41:12,1
19:41:12,1
19:41:12,1
19:41:12,1
19:41:12,1
19:41:12,1
19:41:12,2
19:41:12,2
19:41:13,0
19:41:13,0
19:41:13,1
19:41:13,0
19:41:13,0
19:41:13,1
19:41:13,1
19:41:13,1
19:41:13,1
19:41:13,2
19:41:14,2
19:41:14,2
19:41:14,2
19:41:14,2
19:41:14,1
19:41:14,1
19:41:14,1
19:41:14,1
19:41:14,1
19:41:14,1
19:41:15,1
19:41:15,1
19:41:15,2
19:41:15,2
19:41:15,2
19:41:15,2
19:41:15,2
19:41:15,2
19:41:15,2
19:41:15,1
19:41:16,1
19:41:16,1
19:41:16,1
19:41:16,0
19:41:16,1
19:41:16,1
19:41:16,0
19:41:16,1
19:41:16,1
19:41:16,1
19:41:17,1
19:41:17,1
19:41:17,1
19:41:17,1
19:41:17,1
19:41:17,1
19:41:17,1
19:41:17,1
19:41:17,1
19:41:17,1
19:41:18,1
19:41:18,1
19:41:18,1
19:41:18,1
19:41:18,1
19:41:18,1
19:41:18,1
19:41:18,1
19:41:18,1
19:41:18,1
19:41:19,1
19:41:19,2
19:41:19,1
19:41:19,1
19:41:19,1
19:41:19,1
19:41:19,1
19:41:19,1
19:41:19,1
19:41:19,1
19:41:20,1
19:41:20,1
19:41:20,1
19:41:20,1
19:41:20,1
19:41:20,1
19:41:20,1
19:41:20,1
19:41:20,1
19:41:20,1
19:41:21,1
19:41:21,1
19:41:21,1
19:41:21,1
19:41:21,1
19:41:21,1
19:41:21,1
19:41:21,1
19:41:21,1
19:41:21,1
19:41:22,1
19:41:22,1
19:41:22,1
19:41:22,1
19:41:22,1
19:41:22,1
19:41:22,1
19:41:22,1
19:41:22,1
19:41:22,1
19:41:23,1
19:41:23,1
19:41:23,1
19:41:23,1
19:41:23,1
19:41:23,1
19:41:23,1
19:41:23,1
19:41:23,1
19:41:23,1
19:41:24,1
19:41:24,1
19:41:24,1
19:41:24,1
19:41:24,1
19:41:24,1
19:41:24,1
19:41:24,1
19:41:24,1
19:41:24,1
19:41:25,1
19:41:25,1
19:41:25,1
19:41:25,1
19:41:25,1
19:41:25,1
19:41:25,1
19:41:25,1
19:41:25,1
19:41:25,1
19:41:26,1
19:41:26,1
19:41:26,1
19:41:26,1
19:41:26,1
19:41:26,1
19:41:26,1
19:41:27,1
19:41:27,1
19:41:27,1
19:41:28,1
19:41:28,1
19:41:28,1
19:41:28,1
19:41:28,1
19:41:28,1
19:41:28,1
19:41:28,1
19:41:28,1
19:41:28,1
19:41:29,1
19:41:29,1
19:41:29,1
19:41:29,1
19:41:29,1
19:41:29,1
19:41:29,1
19:41:29,1
19:41:29,1
19:41:29,1
19:41:29,1
19:41:30,1
19:41:30,1
19:41:30,1
19:41:30,1
19:41:30,1
19:41:31,1
19:41:32,1
19:41:32,1
19:41:32,1
19:41:33,1
19:41:33,1
19:41:33,1
19:41:34,1
19:41:34,1
19:41:35,1
19:41:35,1
19:41:35,1
19:41:35,1
19:41:35,1
19:41:35,1
19:41:35,1
19:41:35,1
19:41:35,1
19:41:36,1
19:41:36,1
19:41:36,1
19:41:36,1
19:41:36,1
19:41:36,1
19:41:36,1
19:41:36,1
19:41:37,1
19:41:37,1
19:41:37,1
19:41:37,1
19:41:37,1
19:41:37,1
19:41:37,1
19:41:38,1
19:41:38,1
19:41:38,1
19:41:38,1
19:41:38,1
19:41:38,1
19:41:38,1
19:41:39,1
19:41:39,1
19:41:39,1
19:41:39,1
19:41:39,1
19:41:39,1
19:41:39,1
19:41:39,1
19:41:40,1
19:41:40,1
19:41:40,1
19:41:40,1
19:41:40,1
19:41:40,1
19:41:40,1
19:41:41,1
19:41:41,1
19:41:41,1
19:41:41,1
19:41:42,1
19:41:42,1
19:41:42,1
19:41:42,1
19:41:42,1
19:41:43,1
19:41:43,1
19:41:43,1
19:41:43,1
19:41:44,1
19:41:44,1
19:41:44,1
19:41:44,1
19:41:45,1
19:41:45,1
19:41:45,1
19:41:45,1
19:41:45,1
19:41:46,1
19:41:46,1
19:41:46,1
19:41:47,1
19:41:47,1
19:41:47,1
19:41:47,1
19:41:48,1
19:41:48,1
19:41:48,1
19:41:48,1
19:41:48,1
19:41:48,1
19:41:49,1
19:41:49,1
19:41:49,1
19:41:49,1
19:41:50,1
19:41:50,1
19:41:50,1
19:41:50,1
19:41:50,1
19:41:50,1
19:41:51,1
19:41:51,1
19:41:51,1
19:41:51,1
19:41:51,1
19:41:51,1
19:41:52,1
19:41:52,1
19:41:52,1
19:41:52,1
19:41:52,1
19:41:52,1
19:41:52,1
19:41:52,1
19:41:53,1
19:41:53,1
19:41:53,1
19:41:53,1
19:41:53,1
19:41:53,1
19:41:53,1
19:41:53,1
19:41:53,1
19:41:54,1
19:41:54,1
19:41:54,1
19:41:54,1
19:41:54,1
19:41:54,1
19:41:54,1
19:41:54,1
19:41:54,1
19:41:55,1
19:41:55,1
19:41:55,1
19:41:55,1
19:41:55,1
19:41:55,1
19:41:55,1
19:41:55,1
19:41:55,1
19:41:56,1
19:41:56,1
19:41:56,1
19:41:56,1
19:41:56,1
19:41:56,1
19:41:56,1
19:41:56,1
19:41:57,1
19:41:57,1
19:41:57,1
19:41:57,1
19:41:57,1
19:41:57,1
19:41:57,1
19:41:57,1
19:41:58,1
19:41:58,1
19:41:58,1
19:41:58,1
19:41:58,1
19:41:58,1
19:41:58,1
19:41:59,1
19:41:59,1
19:41:59,1
19:41:59,1
19:41:59,1
19:41:59,1
19:41:59,1
19:42:00,1
19:42:00,1
19:42:00,1
19:42:00,1
19:42:00,1
19:42:00,1
19:42:01,1
19:42:01,1
19:42:01,1
19:42:01,1
19:42:01,1
19:42:02,1
19:42:02,1
19:42:02,1
19:42:02,1
19:42:02,1
19:42:02,1
19:42:02,1
19:42:02,1
19:42:02,1
19:42:03,1
19:42:03,1
19:42:03,1
19:42:03,1
19:42:03,1
19:42:03,1
19:42:03,1
19:42:03,1
19:42:04,1
19:42:04,1
19:42:04,1
19:42:04,1
19:54:00,0
19:54:00,0
19:54:00,4
19:54:00,4
19:54:01,4
19:54:01,4
19:54:01,4
19:54:02,4
19:54:02,5
19:54:02,5
19:54:02,5
19:54:03,5
19:54:03,5
19:54:03,5
19:54:03,5
19:54:04,5
19:54:04,5
19:54:04,5
19:54:04,5
19:54:05,5
19:54:05,5
19:54:05,5
19:54:05,5
19:54:06,5
19:54:06,5
19:54:06,5
19:54:06,6
19:54:07,6
19:54:07,6
19:54:07,7
19:54:07,7
19:54:08,7
19:54:08,7
19:54:08,7
19:54:09,7
19:54:09,7
19:54:09,7
19:54:09,7
19:54:09,7
19:54:10,7
19:54:10,7
19:54:10,7
19:54:10,7
19:54:11,7
19:54:11,7
19:54:11,7
19:54:11,7
19:54:11,7
19:54:12,7
19:54:12,7
19:54:12,7
19:54:12,7
19:54:12,7
19:54:13,7
19:54:13,7
19:54:13,7
19:54:13,7
19:54:13,7
19:54:14,7
19:54:14,7
19:54:14,7
19:54:14,7
19:54:15,7
19:54:15,7
19:54:15,7
19:54:15,7
19:54:16,7
19:54:16,6
19:54:16,6
19:54:16,6
19:54:17,6
19:54:17,5
19:54:17,5
19:54:17,5
19:54:17,5
19:54:18,5
19:54:18,5
19:54:18,5
19:54:19,5
19:54:19,5
19:54:19,5
19:54:19,5
19:54:20,5
19:54:20,5
19:54:20,5
19:54:20,5
19:54:20,5
19:54:21,5
19:54:21,5
19:54:21,5
19:54:21,5
19:54:22,5
19:54:22,5
19:54:22,5
19:54:22,5
19:54:22,5
19:54:23,5
19:54:23,5
19:54:23,5
19:54:23,5
19:54:24,5
19:54:24,5
19:54:24,5
19:54:24,5
19:54:25,5
19:54:25,5
19:54:25,5
19:54:25,5
19:54:26,5
19:54:26,5
19:54:26,5
19:54:26,5
19:54:27,5
19:54:27,5
19:54:27,5
19:54:27,5
19:54:28,5
19:54:28,5
19:54:28,4
19:54:28,4
19:54:29,4
19:54:29,4
19:54:29,4
19:54:29,4
19:54:30,4
19:54:30,4
19:54:30,4
19:54:30,4
19:54:31,4
19:54:31,5
19:54:31,5
19:54:31,5
19:54:31,5
19:54:32,5
19:54:32,5
19:54:32,5
19:54:32,5
19:54:33,5
19:54:33,5
19:54:33,5
19:54:33,5
19:54:34,5
19:54:34,5
19:54:34,5
19:54:34,5
19:54:35,5
19:54:35,5
19:54:35,5
19:54:35,5
19:54:36,5
19:54:36,4
19:54:36,4
19:54:36,4
19:54:37,4
19:54:37,4
19:54:37,4
19:54:37,4
19:54:37,4
19:54:38,4
19:54:38,4
19:54:38,4
19:54:38,4
19:54:39,4
19:54:39,4
19:54:39,4
19:54:40,4
19:54:40,4
19:54:40,4
19:54:40,4
19:54:41,4
19:54:41,4
19:54:41,4
19:54:41,4
19:54:42,4
19:54:42,4
19:54:42,4
19:54:42,4
19:54:43,4
19:54:43,4
19:54:43,5
19:54:44,5
19:54:44,7
19:54:44,7
19:54:45,7
19:54:45,7
19:54:45,7
19:54:45,7
19:54:46,7
19:54:46,6
19:54:46,6
19:54:47,6
19:54:47,6
19:54:47,6
19:54:47,6
19:54:48,6
19:54:48,5
19:54:48,5
19:54:49,5
19:54:50,5
19:54:51,5
19:54:52,5
19:54:53,6
19:54:54,6
19:54:55,6
19:54:55,6
19:54:56,6
19:54:57,6
19:54:58,6
19:54:59,6
19:55:21,5
19:55:42,4
19:55:43,4
19:55:44,4
19:55:44,4
19:55:45,4
19:55:47,4
19:55:47,4
19:55:48,4
19:55:49,4
19:55:50,4
19:55:51,5
19:55:52,5
19:55:53,5
19:55:53,5
19:55:54,5
19:55:55,5
19:55:55,5
19:55:56,5
19:55:57,5
19:55:58,5
19:55:58,5
19:55:59,4
19:56:00,4
19:56:01,3
19:56:02,3
19:56:02,3
19:56:03,3
19:56:04,3
19:56:05,4
19:56:05,4
19:56:06,4
19:56:07,4
19:56:08,4
19:56:08,4
19:56:09,4
19:56:10,4
19:56:11,4
19:56:11,4
19:56:12,4
19:56:13,5
19:56:14,5
19:56:15,5
19:56:15,5
19:56:16,5
19:56:17,5
19:56:18,5
19:56:18,5
19:56:19,5
19:56:20,5
19:56:21,5
19:56:22,5
19:56:23,5
19:56:24,5
19:56:25,5
19:56:26,5
19:56:26,5
19:56:28,5
19:56:28,5
19:56:29,5
19:56:30,5
19:56:31,5
19:56:33,6
19:56:33,6
19:56:34,6
19:56:35,6
19:56:36,5
19:56:37,5
19:56:38,5
19:56:39,5
19:56:40,6
19:56:41,6
19:56:42,6
19:56:43,6
19:56:45,6
19:56:46,6
19:56:47,6
19:56:48,6
19:56:49,6
19:56:51,6
19:56:53,6
19:56:54,5
19:56:56,5
19:56:57,5
19:56:58,5
19:56:59,5
19:56:59,5
19:57:00,5
19:57:01,5
19:57:02,5
19:57:03,5
19:57:04,5
19:57:05,5
19:57:06,5
19:57:07,5
19:57:08,5
19:57:08,5
19:57:09,5
19:57:10,6
19:57:11,6
19:57:12,6
19:57:13,6
19:57:14,6
19:57:15,6
19:57:16,6
19:57:17,6
19:57:18,7
19:57:18,7
19:57:19,7
19:57:20,7
19:57:21,7
19:57:22,7
19:57:24,7
19:57:24,7
19:57:25,7
19:57:26,7
19:57:27,7
19:57:28,7
19:57:29,7
19:57:30,7
19:57:32,7
19:57:33,7
19:57:34,6
19:57:35,6
19:57:36,6
19:57:37,6
19:57:38,6
19:57:39,6
19:57:40,6
19:57:42,6
19:57:43,6
19:57:44,6
19:57:45,6
19:57:46,6
19:57:46,6
19:57:47,6
19:57:48,5
19:57:49,5
19:57:50,5
19:57:51,5
19:57:52,5
19:57:53,5
19:57:54,5
19:57:55,5
19:57:56,5
19:57:57,5
19:57:58,5
19:57:59,5
19:58:00,5
19:58:01,5
19:58:02,5
19:58:02,5
19:58:03,5
19:58:04,5
19:58:05,5
19:58:06,5
19:58:08,5
19:58:09,5
19:58:10,5
19:58:10,5
19:58:11,5
19:58:12,5
19:58:13,5
19:58:14,5
19:58:15,5
19:58:17,5
19:58:18,5
19:58:19,5
19:58:20,5
19:58:21,5
19:58:22,5
19:58:23,5
19:58:24,5
19:58:25,5
19:58:26,5
19:58:27,5
19:58:28,5
19:58:29,5
19:58:30,5
19:58:31,5
19:58:32,5
19:58:33,5
19:58:34,5
19:58:35,5
19:58:35,5
19:58:36,5
19:58:37,5
19:58:38,5
19:58:39,5
19:58:40,5
19:58:41,5
19:58:42,5
19:58:43,5
19:58:44,4
19:58:45,4
19:58:46,4
19:58:48,4
19:58:49,5
19:58:50,5
19:58:51,5
19:58:52,5
19:58:53,5
19:58:54,5
19:58:55,5
19:58:56,5
19:58:57,5
19:58:59,5
19:59:00,5
19:59:01,5
19:59:02,5
19:59:03,5
19:59:05,5
19:59:06,5
19:59:07,5
19:59:08,5
19:59:10,5
19:59:10,5
19:59:12,5
19:59:13,5
19:59:14,5
19:59:15,5
19:59:16,5
19:59:17,5
19:59:18,5
19:59:19,5
19:59:20,5
19:59:21,5
19:59:22,6
19:59:23,6
19:59:24,6
19:59:25,6
19:59:26,5
19:59:26,6
19:59:27,6
19:59:28,6
19:59:29,6
19:59:31,6
19:59:32,6
19:59:33,6
19:59:34,6
19:59:35,6
19:59:36,6
19:59:38,6
19:59:39,6
19:59:40,6
19:59:40,6
19:59:41,6
19:59:42,6
19:59:42,6
19:59:43,6
19:59:43,6
19:59:44,6
19:59:44,6
19:59:44,6
19:59:45,6
19:59:45,6
20:03:12,0
20:03:13,0
20:03:14,4
20:03:15,4
20:03:16,4
20:03:17,4
20:03:18,4
20:03:19,4
20:03:20,5
20:03:21,5
20:03:22,5
20:03:23,5
20:03:24,5
20:03:25,5
20:03:26,5
20:03:27,5
20:03:28,5
20:03:29,5
20:03:30,5
20:03:31,5
20:03:32,5
20:03:33,5
20:03:34,5
20:03:35,5
20:03:36,5
20:03:37,5
20:03:38,6
20:03:39,6
20:03:40,6
20:03:42,7
20:03:43,7
20:03:44,7
20:03:45,7
20:03:46,7
20:03:47,7
20:03:48,7
20:03:49,7
20:03:50,7
20:03:51,7
20:03:52,7
20:03:53,7
20:03:54,7
20:03:54,7
20:03:55,7
20:03:56,7
20:03:57,7
20:03:58,7
20:03:59,7
20:04:00,7
20:04:01,7
20:04:02,7
20:04:03,7
20:04:04,7
20:04:05,7
20:04:05,7
20:04:06,7
20:04:07,7
20:04:08,7
20:04:09,7
20:04:10,7
20:04:11,7
20:04:12,7
20:04:13,7
20:04:14,7
20:04:15,7
20:04:16,7
20:04:17,7
20:04:18,6
20:04:19,6
20:04:20,6
20:04:21,6
20:04:22,5
20:04:23,5
20:04:24,5
20:04:25,5
20:04:26,5
20:04:27,5
20:04:28,5
20:04:28,5
20:04:30,5
20:04:30,5
20:04:31,5
20:04:33,5
20:04:33,5
20:04:35,5
20:04:36,5
20:04:37,5
20:04:38,5
20:04:39,5
20:04:39,5
20:04:40,5
20:04:41,5
20:04:42,5
20:04:43,5
20:04:44,5
20:04:45,5
20:04:46,5
20:04:47,5
20:04:49,5
20:04:50,5
20:04:51,5
20:04:52,5
20:04:53,5
20:04:54,5
20:04:55,5
20:04:56,5
20:04:57,5
20:04:58,5
20:04:59,5
20:05:01,5
20:05:02,5
20:05:03,5
20:05:04,5
20:05:05,5
20:05:06,5
20:05:07,5
20:05:08,5
20:05:09,5
20:05:10,4
20:05:11,4
20:05:12,4
20:05:13,4
20:05:14,4
20:05:15,4
20:05:16,4
20:05:17,4
20:05:18,4
20:05:19,4
20:05:20,4
20:05:21,5
20:05:22,5
20:05:23,5
20:05:24,5
20:05:25,5
20:05:26,5
20:05:27,5
20:05:28,5
20:05:29,5
20:05:30,5
20:05:31,5
20:05:32,5
20:05:33,5
20:05:34,5
20:05:35,5
20:05:36,5
20:05:37,5
20:05:39,5
20:05:40,5
20:05:41,5
20:05:42,5
20:05:43,4
20:05:44,4
20:05:45,4
20:05:46,4
20:05:47,4
20:05:48,4
20:05:49,4
20:05:50,4
20:05:51,4
20:05:52,4
20:05:53,4
20:05:54,4
20:05:55,4
20:05:56,4
20:05:57,4
20:05:58,4
20:05:59,4
20:06:00,4
20:06:01,4
20:06:02,4
20:06:03,4
20:06:05,4
20:06:06,4
20:06:06,4
20:06:07,4
20:06:08,4
20:06:09,4
20:06:10,4
20:06:11,4
20:06:12,5
20:06:13,5
20:06:15,7
20:06:16,7
20:06:17,7
20:06:18,7
20:06:19,7
20:06:20,7
20:06:21,7
20:06:22,6
20:06:23,6
20:06:24,6
20:06:25,6
20:06:26,6
20:06:28,6
20:06:29,6
20:06:30,5
20:06:31,5
20:06:32,5
20:06:33,5
20:06:34,5
20:06:35,5
20:06:36,6
20:06:37,6
20:06:38,6
20:06:39,6
20:06:41,6
20:06:42,6
20:06:43,6
20:06:44,6
20:06:45,6
20:06:46,6
20:06:48,6
20:06:49,6
20:06:50,6
20:06:51,6
20:06:52,5
20:06:53,5
20:06:54,5
20:06:56,5
20:06:57,5
20:06:58,5
20:06:59,5
20:07:00,5
20:07:01,5
20:07:02,5
20:07:04,5
20:07:05,5
20:07:06,5
20:07:07,5
20:07:08,5
20:07:09,5
20:07:10,5
20:07:11,5
20:07:12,5
20:07:13,5
20:07:14,5
20:07:15,5
20:07:16,5
20:07:17,5
20:07:18,5
20:07:19,4
20:07:20,4
20:07:21,4
20:07:22,4
20:07:23,4
20:07:23,4
20:07:24,4
20:07:25,4
20:07:26,4
20:07:27,4
20:07:28,4
20:07:28,4
20:07:29,4
20:07:30,4
20:07:31,4
20:07:32,4
20:07:33,5
20:07:34,5
20:07:35,5
20:07:36,5
20:07:37,5
20:07:38,5
20:07:39,5
20:07:40,5
20:07:40,5
20:07:41,5
20:07:42,5
20:07:43,4
20:07:44,4
20:07:45,3
20:07:46,3
20:07:47,3
20:07:48,3
20:07:49,3
20:07:50,4
20:07:51,4
20:07:52,4
20:07:53,4
20:07:54,4
20:07:58,4
20:07:59,4
20:08:00,4
20:08:01,4
20:08:01,5
20:08:02,5
20:08:03,5
20:08:04,5
20:08:05,5
20:08:06,5
20:08:09,5
20:08:10,5
20:08:11,5
20:08:12,5
20:08:15,5
20:08:16,5
20:08:17,5
20:08:19,5
20:08:20,5
20:08:21,5
20:08:22,5
20:08:24,5
20:08:25,5
20:08:29,5
20:08:32,5
20:08:33,5
20:08:34,6
20:08:35,6
20:08:37,6
20:08:38,6
20:08:39,5
20:08:40,5
20:08:41,5
20:08:43,5
20:08:44,6
20:08:45,6
20:08:46,6
20:08:47,6
20:08:48,6
20:08:50,6
20:08:51,6
20:08:52,6
20:08:53,6
20:08:54,6
20:08:55,6
20:08:57,5
20:08:58,5
20:08:59,5
20:09:00,5
20:09:01,5
20:09:02,5
20:09:03,5
20:09:06,5
20:09:07,5
20:09:08,5
20:09:10,5
20:09:11,5
20:09:13,5
20:09:15,5
20:09:16,5
20:09:18,5
20:09:19,5
20:09:20,6
20:09:21,6
20:09:22,6
20:09:23,6
20:09:24,6
20:09:25,6
20:09:26,6
20:09:27,6
20:09:28,7
20:09:29,7
20:09:31,7
20:09:32,7
20:09:33,7
20:09:34,7
20:09:35,7
20:09:36,7
20:09:37,7
20:09:38,7
20:09:39,7
20:09:41,7
20:09:42,7
20:09:43,7
20:09:44,7
20:09:45,7
20:09:46,6
20:09:47,6
20:09:49,6
20:09:50,6
20:09:51,6
20:09:52,6
20:09:53,6
20:09:54,6
20:09:55,6
20:09:56,6
20:09:57,6
20:09:58,6
20:09:59,6
20:10:00,6
20:10:02,5
20:10:03,5
20:10:04,5
20:10:05,5
20:10:06,5
20:10:07,5
20:10:08,5
20:10:09,5
20:10:10,5
20:10:11,5
20:10:13,5
20:10:14,5
20:10:15,5
20:10:16,5
20:10:17,5
20:10:18,5
20:10:20,5
20:10:21,5
20:10:21,5
20:10:21,5
20:10:22,5
20:10:22,5
20:10:22,5
20:10:22,5
20:10:23,5
20:10:23,5
20:10:23,5
20:10:23,5
20:10:24,5
20:10:24,5
20:10:24,5
20:10:25,5
20:10:25,5
20:10:25,5
20:10:25,5
20:10:26,5
20:10:26,5
20:10:26,5
20:10:26,5
20:10:27,5
20:10:27,5
20:10:27,5
20:10:28,5
20:10:28,5
20:10:28,5
20:10:28,5
20:10:29,5
20:10:29,5
20:10:29,5
20:10:30,5
20:10:30,5
16:40:26,0
16:40:26,0
16:40:26,4
16:40:27,4
16:40:27,4
16:40:27,4
16:40:27,4
16:40:28,4
16:40:28,5
16:40:28,5
16:40:29,5
16:40:29,5
16:40:29,5
16:40:30,5
16:40:30,5
16:40:30,5
16:40:31,5
16:40:31,5
16:40:31,5
16:40:32,5
16:40:32,5
16:40:32,5
16:40:32,5
16:40:33,5
16:40:33,5
16:40:34,5
16:40:34,6
16:40:34,6
16:40:34,6
16:40:35,7
16:40:35,7
16:40:35,7
16:40:36,7
16:40:36,7
16:40:36,7
16:40:36,7
16:40:36,7
16:40:36,7
16:40:37,7
16:40:37,7
16:40:37,7
16:40:37,7
16:40:37,7
16:40:37,7
16:40:38,7
16:40:38,7
16:40:38,7
16:40:38,7
16:40:38,7
16:40:38,7
16:40:38,7
16:40:39,7
16:40:39,7
16:40:39,7
16:40:39,7
16:40:40,7
16:40:40,7
16:40:40,7
16:40:40,7
16:40:40,7
16:40:40,7
16:40:40,7
16:40:41,7
16:40:41,7
16:40:41,7
16:40:41,7
16:40:41,7
16:40:41,6
16:40:41,6
16:40:42,6
16:40:42,6
16:40:42,5
16:40:42,5
16:40:42,5
16:40:42,5
16:40:43,5
16:40:43,5
16:40:43,5
16:40:43,5
16:40:43,5
16:40:43,5
16:40:44,5
16:40:44,5
16:40:44,5
16:40:44,5
16:40:45,5
16:40:45,5
16:40:45,5
16:40:45,5
16:40:45,5
16:40:45,5
16:40:46,5
16:40:46,5
16:40:46,5
16:40:46,5
16:40:46,5
16:40:46,5
16:40:47,5
16:40:47,5
16:40:47,5
16:40:47,5
16:40:47,5
16:40:47,5
16:40:48,5
16:40:48,5
16:40:48,5
16:40:48,5
16:40:48,5
16:40:49,5
16:40:49,5
16:40:49,5
16:40:49,5
16:40:49,5
16:40:50,5
16:40:50,5
16:40:50,5
16:40:51,5
16:40:51,5
16:40:51,4
16:40:52,4
16:40:52,4
16:40:52,4
16:40:53,4
16:40:53,4
16:40:53,4
16:40:53,4
16:40:54,4
16:40:54,4
16:40:54,4
16:40:54,5
16:40:55,5
16:40:55,5
16:40:55,5
16:40:55,5
16:40:56,5
16:40:56,5
16:40:56,5
16:40:56,5
16:40:57,5
16:40:57,5
16:40:57,5
16:40:57,5
16:40:58,5
16:40:58,5
16:40:58,5
16:40:59,5
16:40:59,5
16:40:59,5
16:41:00,5
16:41:00,5
16:41:00,4
16:41:00,4
16:41:01,4
16:41:01,4
16:41:01,4
16:41:01,4
16:41:02,4
16:41:02,4
16:41:02,4
16:41:02,4
16:41:03,4
16:41:03,4
16:41:03,4
16:41:04,4
16:41:04,4
16:41:04,4
16:41:04,4
16:41:05,4
16:41:05,4
16:41:05,4
16:41:05,4
16:41:06,4
16:41:06,4
16:41:06,4
16:41:06,4
16:41:07,4
16:41:07,4
16:41:07,4
16:41:07,4
16:41:08,5
16:41:08,5
16:41:08,7
16:41:09,7
16:41:09,7
16:41:09,7
16:41:10,7
16:41:10,7
16:41:10,7
16:41:10,6
16:41:11,6
16:41:11,6
16:41:11,6
16:41:12,6
16:41:12,6
16:41:12,6
16:41:13,5
16:41:13,5
16:41:13,5
16:41:13,5
16:41:14,5
16:41:14,5
16:41:14,6
16:41:14,6
16:41:15,6
16:41:15,6
16:41:15,6
16:41:16,6
16:41:16,6
16:41:16,6
16:41:17,6
16:41:17,6
16:41:17,6
16:41:17,6
16:41:18,6
16:41:18,6
16:41:18,5
16:41:19,5
16:41:19,5
16:41:19,5
16:41:20,5
16:41:20,5
16:41:20,5
16:41:21,5
16:41:21,5
16:41:21,5
16:41:22,5
16:41:22,5
16:41:22,5
16:41:22,5
16:41:23,5
16:41:23,5
16:41:23,5
16:41:23,5
16:41:24,5
16:41:24,5
16:41:24,5
